title,prize,amount,year,link,genre,film_length,animation,film_stage,latin,torrent_search,youtube_search
Old Enough,Grand Jury Prize Dramatic,1,1984,https://en.m.wikipedia.org//wiki/Old_Enough,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Old%20Enough%201984,https://www.youtube.com/results?search_query=Old+Enough+1984
Style Wars,Grand Jury Prize Documentary,1,1984,https://en.m.wikipedia.org//wiki/Style_Wars,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Style%20Wars%201984,https://www.youtube.com/results?search_query=Style+Wars+1984
Seeing Red,Honorable Mention Documentary,1,1984,https://en.m.wikipedia.org//wiki/Seeing_Red_(1983_film),documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Seeing%20Red%201984,https://www.youtube.com/results?search_query=Seeing+Red+1984
The Good Fight (The Abraham Lincoln Brigade in the Spanish Civil War),Honorable Mention Documentary,1,1984,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=The%20Good%20Fight%20(The%20Abraham%20Lincoln%20Brigade%20in%20the%20Spanish%20Civil%20War)%201984,https://www.youtube.com/results?search_query=The+Good+Fight+(The+Abraham+Lincoln+Brigade+in+the+Spanish+Civil+War)+1984
Last Night at the Alamo,Special Jury Prize Dramatic,1,1984,https://en.m.wikipedia.org//wiki/Last_Night_at_the_Alamo,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Last%20Night%20at%20the%20Alamo%201984,https://www.youtube.com/results?search_query=Last+Night+at+the+Alamo+1984
When the Mountains Tremble,Special Jury Prize Documentary,1,1984,https://en.m.wikipedia.org//wiki/When_the_Mountains_Tremble,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=When%20the%20Mountains%20Tremble%201984,https://www.youtube.com/results?search_query=When+the+Mountains+Tremble+1984
The Secret Agent,Special Jury Recognition Documentary,1,1984,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=The%20Secret%20Agent%201984,https://www.youtube.com/results?search_query=The+Secret+Agent+1984
Hero,Special Jury Recognition Dramatic,1,1984,,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Hero%201984,https://www.youtube.com/results?search_query=Hero+1984
Blood Simple,Grand Jury Prize Dramatic,1,1985,https://en.m.wikipedia.org//wiki/Blood_Simple,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Blood%20Simple%201985,https://www.youtube.com/results?search_query=Blood+Simple+1985
Seventeen,Grand Jury Prize Documentary,1,1985,https://en.m.wikipedia.org//wiki/Seventeen_(1983_film),documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Seventeen%201985,https://www.youtube.com/results?search_query=Seventeen+1985
Almost You,Special Jury Prize Dramatic,1,1985,https://en.m.wikipedia.org//wiki/Almost_You,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Almost%20You%201985,https://www.youtube.com/results?search_query=Almost+You+1985
The Killing Floor,Special Jury Prize Dramatic,1,1985,https://en.m.wikipedia.org//wiki/The_Killing_Floor_(1985_film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=The%20Killing%20Floor%201985,https://www.youtube.com/results?search_query=The+Killing+Floor+1985
America and Lewis Hine,Special Jury Prize Documentary,1,1985,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=America%20and%20Lewis%20Hine%201985,https://www.youtube.com/results?search_query=America+and+Lewis+Hine+1985
Kaddish,Special Jury Prize Documentary,1,1985,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Kaddish%201985,https://www.youtube.com/results?search_query=Kaddish+1985
Streetwise,Special Jury Prize Documentary,1,1985,https://en.m.wikipedia.org//wiki/Streetwise_(1984_film),documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Streetwise%201985,https://www.youtube.com/results?search_query=Streetwise+1985
The Times of Harvey Milk,Special Jury Prize Documentary,1,1985,https://en.m.wikipedia.org//wiki/The_Times_of_Harvey_Milk,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=The%20Times%20of%20Harvey%20Milk%201985,https://www.youtube.com/results?search_query=The+Times+of+Harvey+Milk+1985
Stranger Than Paradise,Special Jury Recognition Dramatic,1,1985,https://en.m.wikipedia.org//wiki/Stranger_Than_Paradise,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Stranger%20Than%20Paradise%201985,https://www.youtube.com/results?search_query=Stranger+Than+Paradise+1985
In Heaven There Is No Beer?,Special Jury Recognition Documentary,1,1985,https://en.m.wikipedia.org//wiki/In_Heaven_There_Is_No_Beer%3F_(1984),documentary,,,,,https://rutracker.org/forum/tracker.php?nm=In%20Heaven%20There%20Is%20No%20Beer?%201985,https://www.youtube.com/results?search_query=In+Heaven+There+Is+No+Beer?+1985
Smooth Talk,Grand Jury Prize Dramatic,1,1986,https://en.m.wikipedia.org//wiki/Smooth_Talk,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Smooth%20Talk%201986,https://www.youtube.com/results?search_query=Smooth+Talk+1986
Private Conversations,Grand Jury Prize Documentary,1,1986,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Private%20Conversations%201986,https://www.youtube.com/results?search_query=Private+Conversations+1986
Desert Hearts,Special Jury Prize Dramatic,1,1986,https://en.m.wikipedia.org//wiki/Desert_Hearts,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Desert%20Hearts%201986,https://www.youtube.com/results?search_query=Desert+Hearts+1986
The Mothers of Plaza de Mayo,Special Jury Prize Documentary,1,1986,https://en.m.wikipedia.org//wiki/The_Mothers_of_Plaza_de_Mayo,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=The%20Mothers%20of%20Plaza%20de%20Mayo%201986,https://www.youtube.com/results?search_query=The+Mothers+of+Plaza+de+Mayo+1986
Parting Glances,Special Jury Recognition,1,1986,https://en.m.wikipedia.org//wiki/Parting_Glances,,,,,,https://rutracker.org/forum/tracker.php?nm=Parting%20Glances%201986,https://www.youtube.com/results?search_query=Parting+Glances+1986
The Great Wall is a Great Wall,Special Jury Recognition,1,1986,,,,,,,https://rutracker.org/forum/tracker.php?nm=The%20Great%20Wall%20is%20a%20Great%20Wall%201986,https://www.youtube.com/results?search_query=The+Great+Wall+is+a+Great+Wall+1986
Seven Minutes in Heaven,Special Jury Recognition for Youth Comedy,1,1986,https://en.m.wikipedia.org//wiki/Seven_Minutes_in_Heaven_(film),,,,,,https://rutracker.org/forum/tracker.php?nm=Seven%20Minutes%20in%20Heaven%201986,https://www.youtube.com/results?search_query=Seven+Minutes+in+Heaven+1986
Waiting for the Moon,Grand Jury Prize Dramatic,1,1987,https://en.m.wikipedia.org//wiki/Waiting_for_the_Moon_(film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Waiting%20for%20the%20Moon%201987,https://www.youtube.com/results?search_query=Waiting+for+the+Moon+1987
The Trouble with Dick,Grand Jury Prize Dramatic,1,1987,,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=The%20Trouble%20with%20Dick%201987,https://www.youtube.com/results?search_query=The+Trouble+with+Dick+1987
Sherman's March,Grand Jury Prize Documentary,1,1987,https://en.m.wikipedia.org//wiki/Sherman%27s_March_(1986_film),documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Sherman%27s%20March%201987,https://www.youtube.com/results?search_query=Sherman%27s+March+1987
No Picnic,Excellence in Cinematography Award Dramatic,1,1987,https://en.m.wikipedia.org//wiki/No_Picnic,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=No%20Picnic%201987,https://www.youtube.com/results?search_query=No+Picnic+1987
Chile: When Will It End?,Excellence in Cinematography Award Documentary,1,1987,https://en.m.wikipedia.org//wiki/Chile:_When_Will_It_End%3F,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Chile:%20When%20Will%20It%20End?%201987,https://www.youtube.com/results?search_query=Chile:+When+Will+It+End?+1987
Working Girls,Special Jury Recognition,1,1987,https://en.m.wikipedia.org//wiki/Working_Girls_(1986_film),,,,,,https://rutracker.org/forum/tracker.php?nm=Working%20Girls%201987,https://www.youtube.com/results?search_query=Working+Girls+1987
River's Edge,Special Jury Recognition,1,1987,https://en.m.wikipedia.org//wiki/River%27s_Edge,,,,,,https://rutracker.org/forum/tracker.php?nm=River%27s%20Edge%201987,https://www.youtube.com/results?search_query=River%27s+Edge+1987
Chile: When Will It End?,Special Jury Prize Documentary,1,1987,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Chile:%20When%20Will%20It%20End?%201987,https://www.youtube.com/results?search_query=Chile:+When+Will+It+End?+1987
Sullivan's Pavilion,Special Jury Prize for Originality,1,1987,,,,,,,https://rutracker.org/forum/tracker.php?nm=Sullivan%27s%20Pavilion%201987,https://www.youtube.com/results?search_query=Sullivan%27s+Pavilion+1987
Heat and Sunlight,Grand Jury Prize Dramatic,1,1988,https://en.m.wikipedia.org//wiki/Heat_and_Sunlight,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Heat%20and%20Sunlight%201988,https://www.youtube.com/results?search_query=Heat+and+Sunlight+1988
Beirut: The Last Home Movie,Grand Jury Prize Documentary,1,1988,https://en.m.wikipedia.org//wiki/Beirut:_The_Last_Home_Movie,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Beirut:%20The%20Last%20Home%20Movie%201988,https://www.youtube.com/results?search_query=Beirut:+The+Last+Home+Movie+1988
Rachel River,Excellence in Cinematography Award Dramatic,1,1988,https://en.m.wikipedia.org//wiki/Rachel_River,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Rachel%20River%201988,https://www.youtube.com/results?search_query=Rachel+River+1988
Beirut: The Last Home Movie,Excellence in Cinematography Award Documentary,1,1988,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Beirut:%20The%20Last%20Home%20Movie%201988,https://www.youtube.com/results?search_query=Beirut:+The+Last+Home+Movie+1988
Lemon Sky,Special Jury Prize,1,1988,https://en.m.wikipedia.org//wiki/Lemon_Sky,,,,,,https://rutracker.org/forum/tracker.php?nm=Lemon%20Sky%201988,https://www.youtube.com/results?search_query=Lemon+Sky+1988
"Thy Kingdom Come, Thy Will Be Done",Special Jury Prize Documentary,1,1988,,documentary,,,,,"https://rutracker.org/forum/tracker.php?nm=Thy%20Kingdom%20Come,%20Thy%20Will%20Be%20Done%201988","https://www.youtube.com/results?search_query=Thy+Kingdom+Come,+Thy+Will+Be+Done+1988"
Dear America: Letters Home from Vietnam,Special Jury Prize Documentary,1,1988,https://en.m.wikipedia.org//wiki/Dear_America:_Letters_Home_from_Vietnam,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Dear%20America:%20Letters%20Home%20from%20Vietnam%201988,https://www.youtube.com/results?search_query=Dear+America:+Letters+Home+from+Vietnam+1988
Rachel River,Special Jury Prize for Acting,1,1988,,,,,acting,,https://rutracker.org/forum/tracker.php?nm=Rachel%20River%201988,https://www.youtube.com/results?search_query=Rachel+River+1988
The Brave Little Toaster,Special Jury Recognition,1,1988,https://en.m.wikipedia.org//wiki/The_Brave_Little_Toaster,,,,,,https://rutracker.org/forum/tracker.php?nm=The%20Brave%20Little%20Toaster%201988,https://www.youtube.com/results?search_query=The+Brave+Little+Toaster+1988
True Love,Grand Jury Prize Dramatic,1,1989,https://en.m.wikipedia.org//wiki/True_Love_(1989_film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=True%20Love%201989,https://www.youtube.com/results?search_query=True+Love+1989
For All Mankind,Grand Jury Prize Documentary,1,1989,https://en.m.wikipedia.org//wiki/For_All_Mankind_(film),documentary,,,,,https://rutracker.org/forum/tracker.php?nm=For%20All%20Mankind%201989,https://www.youtube.com/results?search_query=For+All+Mankind+1989
For All Mankind,Audience Award Documentary,1,1989,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=For%20All%20Mankind%201989,https://www.youtube.com/results?search_query=For+All+Mankind+1989
"sex, lies and videotape",Audience Award Dramatic,1,1989,"https://en.m.wikipedia.org//wiki/Sex,_Lies,_and_Videotape",dramatic,,,,,"https://rutracker.org/forum/tracker.php?nm=sex,%20lies%20and%20videotape%201989","https://www.youtube.com/results?search_query=sex,+lies+and+videotape+1989"
Powwow Highway,Filmmakers Trophy Dramatic,1,1989,https://en.m.wikipedia.org//wiki/Powwow_Highway,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Powwow%20Highway%201989,https://www.youtube.com/results?search_query=Powwow+Highway+1989
John Huston,Filmmakers Trophy Documentary,1,1989,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=John%20Huston%201989,https://www.youtube.com/results?search_query=John+Huston+1989
The Roommate,Special Jury Recognition,1,1989,,,,,,,https://rutracker.org/forum/tracker.php?nm=The%20Roommate%201989,https://www.youtube.com/results?search_query=The+Roommate+1989
Chameleon Street,Grand Jury Prize Dramatic,1,1990,https://en.m.wikipedia.org//wiki/Chameleon_Street,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Chameleon%20Street%201990,https://www.youtube.com/results?search_query=Chameleon+Street+1990
H-2 Worker,Grand Jury Prize Documentary,1,1990,https://en.m.wikipedia.org//wiki/H-2_Worker,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=H-2%20Worker%201990,https://www.youtube.com/results?search_query=H-2+Worker+1990
Water and Power,Grand Jury Prize Documentary,1,1990,https://en.m.wikipedia.org//wiki/Water_and_Power,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Water%20and%20Power%201990,https://www.youtube.com/results?search_query=Water+and+Power+1990
H-2 Worker,Excellence in Cinematography Award Documentary,1,1990,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=H-2%20Worker%201990,https://www.youtube.com/results?search_query=H-2+Worker+1990
House Party,Excellence in Cinematography Award Dramatic,1,1990,https://en.m.wikipedia.org//wiki/House_Party_(film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=House%20Party%201990,https://www.youtube.com/results?search_query=House+Party+1990
House Party,Filmmakers Trophy Dramatic,1,1990,,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=House%20Party%201990,https://www.youtube.com/results?search_query=House+Party+1990
Metamorphosis: Man Into Woman,Filmmakers Trophy Documentary,1,1990,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Metamorphosis:%20Man%20Into%20Woman%201990,https://www.youtube.com/results?search_query=Metamorphosis:+Man+Into+Woman+1990
Longtime Companion,Audience Award Dramatic,1,1990,https://en.m.wikipedia.org//wiki/Longtime_Companion,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Longtime%20Companion%201990,https://www.youtube.com/results?search_query=Longtime+Companion+1990
Berkeley in the Sixties,Audience Award Documentary,1,1990,https://en.m.wikipedia.org//wiki/Berkeley_in_the_Sixties,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Berkeley%20in%20the%20Sixties%201990,https://www.youtube.com/results?search_query=Berkeley+in+the+Sixties+1990
To Sleep with Anger,Special Jury Recognition,1,1990,https://en.m.wikipedia.org//wiki/To_Sleep_with_Anger,,,,,,https://rutracker.org/forum/tracker.php?nm=To%20Sleep%20with%20Anger%201990,https://www.youtube.com/results?search_query=To+Sleep+with+Anger+1990
Samsara: Death and Rebirth in Cambodia,Special Jury Recognition,1,1990,https://en.m.wikipedia.org//wiki/Samsara:_Death_and_Rebirth_in_Cambodia,,,,,,https://rutracker.org/forum/tracker.php?nm=Samsara:%20Death%20and%20Rebirth%20in%20Cambodia%201990,https://www.youtube.com/results?search_query=Samsara:+Death+and+Rebirth+in+Cambodia+1990
Poison,Grand Jury Prize Dramatic,1,1991,https://en.m.wikipedia.org//wiki/Poison_(film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Poison%201991,https://www.youtube.com/results?search_query=Poison+1991
American Dream,Grand Jury Prize Documentary,1,1991,https://en.m.wikipedia.org//wiki/American_Dream_(film),documentary,,,,,https://rutracker.org/forum/tracker.php?nm=American%20Dream%201991,https://www.youtube.com/results?search_query=American+Dream+1991
Paris Is Burning,Grand Jury Prize Documentary,1,1991,https://en.m.wikipedia.org//wiki/Paris_Is_Burning_(film),documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Paris%20Is%20Burning%201991,https://www.youtube.com/results?search_query=Paris+Is+Burning+1991
Privilege,Filmmakers Trophy Dramatic,1,1991,,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Privilege%201991,https://www.youtube.com/results?search_query=Privilege+1991
American Dream,Filmmakers Trophy Documentary,1,1991,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=American%20Dream%201991,https://www.youtube.com/results?search_query=American+Dream+1991
One Cup of Coffee,Audience Award Dramatic,1,1991,,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=One%20Cup%20of%20Coffee%201991,https://www.youtube.com/results?search_query=One+Cup+of+Coffee+1991
American Dream,Audience Award Documentary,1,1991,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=American%20Dream%201991,https://www.youtube.com/results?search_query=American+Dream+1991
Daughters of the Dust,Excellence in Cinematography Award Dramatic,1,1991,https://en.m.wikipedia.org//wiki/Daughters_of_the_Dust,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Daughters%20of%20the%20Dust%201991,https://www.youtube.com/results?search_query=Daughters+of+the+Dust+1991
Christo in Paris,Excellence in Cinematography Award Documentary,1,1991,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Christo%20in%20Paris%201991,https://www.youtube.com/results?search_query=Christo+in+Paris+1991
Straight Out of Brooklyn,Special Jury Recognition,1,1991,https://en.m.wikipedia.org//wiki/Straight_Out_of_Brooklyn,,,,,,https://rutracker.org/forum/tracker.php?nm=Straight%20Out%20of%20Brooklyn%201991,https://www.youtube.com/results?search_query=Straight+Out+of+Brooklyn+1991
Hangin' with the Homeboys,Waldo Salt Screenwriting Award,1,1991,https://en.m.wikipedia.org//wiki/Hangin%27_with_the_Homeboys,,,,screenwriting,,https://rutracker.org/forum/tracker.php?nm=Hangin%27%20with%20the%20Homeboys%201991,https://www.youtube.com/results?search_query=Hangin%27+with+the+Homeboys+1991
Trust,Waldo Salt Screenwriting Award,1,1991,https://en.m.wikipedia.org//wiki/Trust_(1990_film),,,,screenwriting,,https://rutracker.org/forum/tracker.php?nm=Trust%201991,https://www.youtube.com/results?search_query=Trust+1991
In the Soup,Grand Jury Prize Dramatic,1,1992,https://en.m.wikipedia.org//wiki/In_the_Soup,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=In%20the%20Soup%201992,https://www.youtube.com/results?search_query=In+the+Soup+1992
A Brief History of Time,Grand Jury Prize Documentary,1,1992,https://en.m.wikipedia.org//wiki/A_Brief_History_of_Time_(film),documentary,,,,,https://rutracker.org/forum/tracker.php?nm=A%20Brief%20History%20of%20Time%201992,https://www.youtube.com/results?search_query=A+Brief+History+of+Time+1992
Finding Christa,Grand Jury Prize Documentary,1,1992,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Finding%20Christa%201992,https://www.youtube.com/results?search_query=Finding+Christa+1992
Zebrahead,Filmmakers Trophy Dramatic,1,1992,https://en.m.wikipedia.org//wiki/Zebrahead_(film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Zebrahead%201992,https://www.youtube.com/results?search_query=Zebrahead+1992
A Brief History of Time,Filmmakers Trophy Documentary,1,1992,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=A%20Brief%20History%20of%20Time%201992,https://www.youtube.com/results?search_query=A+Brief+History+of+Time+1992
The Waterdance,Audience Award Dramatic,1,1992,https://en.m.wikipedia.org//wiki/The_Waterdance,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=The%20Waterdance%201992,https://www.youtube.com/results?search_query=The+Waterdance+1992
Brother's Keeper,Audience Award Documentary,1,1992,https://en.m.wikipedia.org//wiki/Brother%27s_Keeper_(1992_film),documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Brother%27s%20Keeper%201992,https://www.youtube.com/results?search_query=Brother%27s+Keeper+1992
Swoon,Excellence in Cinematography Award Dramatic,1,1992,https://en.m.wikipedia.org//wiki/Swoon_(film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Swoon%201992,https://www.youtube.com/results?search_query=Swoon+1992
Shoot for the Contents,Excellence in Cinematography Award Documentary,1,1992,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Shoot%20for%20the%20Contents%201992,https://www.youtube.com/results?search_query=Shoot+for+the+Contents+1992
The Hours and Times,Special Jury Recognition,1,1992,https://en.m.wikipedia.org//wiki/The_Hours_and_Times,,,,,,https://rutracker.org/forum/tracker.php?nm=The%20Hours%20and%20Times%201992,https://www.youtube.com/results?search_query=The+Hours+and+Times+1992
My Crasy Life,Special Jury Recognition,1,1992,,,,,,,https://rutracker.org/forum/tracker.php?nm=My%20Crasy%20Life%201992,https://www.youtube.com/results?search_query=My+Crasy+Life+1992
In the Soup,Special Jury Prize for Acting,1,1992,,,,,acting,,https://rutracker.org/forum/tracker.php?nm=In%20the%20Soup%201992,https://www.youtube.com/results?search_query=In+the+Soup+1992
The Waterdance,Waldo Salt Screenwriting Award,1,1992,,,,,screenwriting,,https://rutracker.org/forum/tracker.php?nm=The%20Waterdance%201992,https://www.youtube.com/results?search_query=The+Waterdance+1992
John Turturro,Piper-Heidseick Award for Independent Vision,1,1992,,,,,,,https://rutracker.org/forum/tracker.php?nm=John%20Turturro%201992,https://www.youtube.com/results?search_query=John+Turturro+1992
Ruby in Paradise,Grand Jury Prize Dramatic,1,1993,https://en.m.wikipedia.org//wiki/Ruby_in_Paradise,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Ruby%20in%20Paradise%201993,https://www.youtube.com/results?search_query=Ruby+in+Paradise+1993
Public Access,Grand Jury Prize Dramatic,1,1993,https://en.m.wikipedia.org//wiki/Public_Access,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Public%20Access%201993,https://www.youtube.com/results?search_query=Public+Access+1993
Silverlake Life: The View from Here,Grand Jury Prize Documentary,1,1993,https://en.m.wikipedia.org//wiki/Silverlake_Life:_The_View_from_Here,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Silverlake%20Life:%20The%20View%20from%20Here%201993,https://www.youtube.com/results?search_query=Silverlake+Life:+The+View+from+Here+1993
Fly by Night,Filmmakers Trophy Dramatic,1,1993,,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Fly%20by%20Night%201993,https://www.youtube.com/results?search_query=Fly+by+Night+1993
El Mariachi,Audience Award Dramatic,1,1993,https://en.m.wikipedia.org//wiki/El_Mariachi,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=El%20Mariachi%201993,https://www.youtube.com/results?search_query=El+Mariachi+1993
Something Within Me,Audience Award Documentary,1,1993,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Something%20Within%20Me%201993,https://www.youtube.com/results?search_query=Something+Within+Me+1993
An Ambush of Ghosts,Excellence in Cinematography Award Dramatic,1,1993,,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=An%20Ambush%20of%20Ghosts%201993,https://www.youtube.com/results?search_query=An+Ambush+of+Ghosts+1993
Children of Fate: Life and Death in a Sicilian Family,Excellence in Cinematography Award Documentary,1,1993,https://en.m.wikipedia.org//wiki/Children_of_Fate:_Life_and_Death_in_a_Sicilian_Family,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Children%20of%20Fate:%20Life%20and%20Death%20in%20a%20Sicilian%20Family%201993,https://www.youtube.com/results?search_query=Children+of+Fate:+Life+and+Death+in+a+Sicilian+Family+1993
Combination Platter,Waldo Salt Screenwriting Award,1,1993,https://en.m.wikipedia.org//wiki/Combination_Platter,,,,screenwriting,,https://rutracker.org/forum/tracker.php?nm=Combination%20Platter%201993,https://www.youtube.com/results?search_query=Combination+Platter+1993
Just Another Girl on the I.R.T.,Special Jury Recognition,1,1993,https://en.m.wikipedia.org//wiki/Just_Another_Girl_on_the_I.R.T.,,,,,,https://rutracker.org/forum/tracker.php?nm=Just%20Another%20Girl%20on%20the%20I.R.T.%201993,https://www.youtube.com/results?search_query=Just+Another+Girl+on+the+I.R.T.+1993
Earth and the American Dream,Special Jury Recognition,1,1993,,,,,,,https://rutracker.org/forum/tracker.php?nm=Earth%20and%20the%20American%20Dream%201993,https://www.youtube.com/results?search_query=Earth+and+the+American+Dream+1993
What Happened Was,Grand Jury Prize Dramatic,1,1994,https://en.m.wikipedia.org//wiki/What_Happened_Was,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=What%20Happened%20Was%201994,https://www.youtube.com/results?search_query=What+Happened+Was+1994
Freedom on My Mind,Grand Jury Prize Documentary,1,1994,https://en.m.wikipedia.org//wiki/Freedom_on_My_Mind,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Freedom%20on%20My%20Mind%201994,https://www.youtube.com/results?search_query=Freedom+on+My+Mind+1994
Clerks,Filmmakers Trophy Dramatic,1,1994,https://en.m.wikipedia.org//wiki/Clerks_(1994_film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Clerks%201994,https://www.youtube.com/results?search_query=Clerks+1994
Fresh,Filmmakers Trophy Dramatic,1,1994,https://en.m.wikipedia.org//wiki/Fresh_(1994_film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Fresh%201994,https://www.youtube.com/results?search_query=Fresh+1994
Theremin: An Electronic Odyssey,Filmmakers Trophy Documentary,1,1994,https://en.m.wikipedia.org//wiki/Theremin:_An_Electronic_Odyssey,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Theremin:%20An%20Electronic%20Odyssey%201994,https://www.youtube.com/results?search_query=Theremin:+An+Electronic+Odyssey+1994
What Happened Was...,Waldo Salt Screenwriting Award,1,1994,https://en.m.wikipedia.org//wiki/What_Happened_Was...,,,,screenwriting,,https://rutracker.org/forum/tracker.php?nm=What%20Happened%20Was...%201994,https://www.youtube.com/results?search_query=What+Happened+Was...+1994
Spanking the Monkey,Audience Award Dramatic,1,1994,https://en.m.wikipedia.org//wiki/Spanking_the_Monkey,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Spanking%20the%20Monkey%201994,https://www.youtube.com/results?search_query=Spanking+the+Monkey+1994
Hoop Dreams,Audience Award Documentary,1,1994,https://en.m.wikipedia.org//wiki/Hoop_Dreams,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Hoop%20Dreams%201994,https://www.youtube.com/results?search_query=Hoop+Dreams+1994
Suture,Excellence in Cinematography Award Dramatic,1,1994,https://en.m.wikipedia.org//wiki/Suture_(film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Suture%201994,https://www.youtube.com/results?search_query=Suture+1994
Colorado Cowboy: The Bruce Ford Story,Excellence in Cinematography Award Documentary,1,1994,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Colorado%20Cowboy:%20The%20Bruce%20Ford%20Story%201994,https://www.youtube.com/results?search_query=Colorado+Cowboy:+The+Bruce+Ford+Story+1994
Dialogues with Madwomen,Freedom of Expression Award,1,1994,https://en.m.wikipedia.org//wiki/Dialogues_with_Madwomen,,,,,,https://rutracker.org/forum/tracker.php?nm=Dialogues%20with%20Madwomen%201994,https://www.youtube.com/results?search_query=Dialogues+with+Madwomen+1994
Heart of the Matter,Freedom of Expression Award,1,1994,,,,,,,https://rutracker.org/forum/tracker.php?nm=Heart%20of%20the%20Matter%201994,https://www.youtube.com/results?search_query=Heart+of+the+Matter+1994
Coming Out Under Fire,Special Jury Recognition,1,1994,https://en.m.wikipedia.org//wiki/Coming_Out_Under_Fire,,,,,,https://rutracker.org/forum/tracker.php?nm=Coming%20Out%20Under%20Fire%201994,https://www.youtube.com/results?search_query=Coming+Out+Under+Fire+1994
Fun,Special Jury Recognition for Acting,1,1994,https://en.m.wikipedia.org//wiki/Fun_(film),,,,acting,,https://rutracker.org/forum/tracker.php?nm=Fun%201994,https://www.youtube.com/results?search_query=Fun+1994
