title,prize,amount,year,link,genre,film_length,animation,film_stage,latin,torrent_search,youtube_search
Southern District,World Cinema Screenwriting Award,1,2010,,,,,screenwriting,,https://rutracker.org/forum/tracker.php?nm=Southern%20District%202010,https://www.youtube.com/results?search_query=Southern+District+2010
Enemies of the People,World Cinema Special Jury Prize Documentary,1,2010,https://en.m.wikipedia.org//wiki/Enemies_of_the_People_(film),documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Enemies%20of%20the%20People%202010,https://www.youtube.com/results?search_query=Enemies+of+the+People+2010
Grown Up Movie Star,World Cinema Special Jury Prize for Acting,1,2010,https://en.m.wikipedia.org//wiki/Grown_Up_Movie_Star,,,,acting,,https://rutracker.org/forum/tracker.php?nm=Grown%20Up%20Movie%20Star%202010,https://www.youtube.com/results?search_query=Grown+Up+Movie+Star+2010
How to Die in Oregon,Grand Jury Prize: Documentary,1,2011,https://en.m.wikipedia.org//wiki/How_to_Die_in_Oregon,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=How%20to%20Die%20in%20Oregon%202011,https://www.youtube.com/results?search_query=How+to+Die+in+Oregon+2011
Like Crazy,Grand Jury Prize: Dramatic,1,2011,https://en.m.wikipedia.org//wiki/Like_Crazy_(2011_film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Like%20Crazy%202011,https://www.youtube.com/results?search_query=Like+Crazy+2011
Hell and Back Again,World Cinema Jury Prize: Documentary,1,2011,https://en.m.wikipedia.org//wiki/Hell_and_Back_Again,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Hell%20and%20Back%20Again%202011,https://www.youtube.com/results?search_query=Hell+and+Back+Again+2011
"Happy, Happy",World Cinema Jury Prize: Dramatic,1,2011,"https://en.m.wikipedia.org//wiki/Happy,_Happy",dramatic,,,,,"https://rutracker.org/forum/tracker.php?nm=Happy,%20Happy%202011","https://www.youtube.com/results?search_query=Happy,+Happy+2011"
Buck,Audience Award: Documentary,1,2011,https://en.m.wikipedia.org//wiki/Buck_(film),documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Buck%202011,https://www.youtube.com/results?search_query=Buck+2011
Circumstance,Audience Award: Dramatic,1,2011,https://en.m.wikipedia.org//wiki/Circumstance_(2011_film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Circumstance%202011,https://www.youtube.com/results?search_query=Circumstance+2011
Senna,World Cinema Audience Award: Documentary,1,2011,https://en.m.wikipedia.org//wiki/Senna_(film),documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Senna%202011,https://www.youtube.com/results?search_query=Senna+2011
Kinyarwanda,World Cinema Audience Award: Dramatic,1,2011,https://en.m.wikipedia.org//wiki/Kinyarwanda_(film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Kinyarwanda%202011,https://www.youtube.com/results?search_query=Kinyarwanda+2011
to.get.her,Best of NEXT Audience Award,1,2011,,,,,,,https://rutracker.org/forum/tracker.php?nm=to.get.her%202011,https://www.youtube.com/results?search_query=to.get.her+2011
Resurrect Dead: The Mystery of the Toynbee Tiles,Directing Award: Documentary,1,2011,https://en.m.wikipedia.org//wiki/Resurrect_Dead:_The_Mystery_of_the_Toynbee_Tiles,documentary,,,directing,,https://rutracker.org/forum/tracker.php?nm=Resurrect%20Dead:%20The%20Mystery%20of%20the%20Toynbee%20Tiles%202011,https://www.youtube.com/results?search_query=Resurrect+Dead:+The+Mystery+of+the+Toynbee+Tiles+2011
Martha Marcy May Marlene,Directing Award: Dramatic,1,2011,https://en.m.wikipedia.org//wiki/Martha_Marcy_May_Marlene,dramatic,,,directing,,https://rutracker.org/forum/tracker.php?nm=Martha%20Marcy%20May%20Marlene%202011,https://www.youtube.com/results?search_query=Martha+Marcy+May+Marlene+2011
Project Nim,World Cinema Directing Award: Documentary,1,2011,https://en.m.wikipedia.org//wiki/Project_Nim_(film),documentary,,,directing,,https://rutracker.org/forum/tracker.php?nm=Project%20Nim%202011,https://www.youtube.com/results?search_query=Project+Nim+2011
Tyrannosaur,World Cinema Directing Award: Dramatic,1,2011,https://en.m.wikipedia.org//wiki/Tyrannosaur_(film),dramatic,,,directing,,https://rutracker.org/forum/tracker.php?nm=Tyrannosaur%202011,https://www.youtube.com/results?search_query=Tyrannosaur+2011
Another Happy Day,Waldo Salt Screenwriting Award,1,2011,https://en.m.wikipedia.org//wiki/Another_Happy_Day,,,,screenwriting,,https://rutracker.org/forum/tracker.php?nm=Another%20Happy%20Day%202011,https://www.youtube.com/results?search_query=Another+Happy+Day+2011
Restoration,World Cinema Dramatic Screenwriting Award,1,2011,https://en.m.wikipedia.org//wiki/Restoration_(2011_film),dramatic,,,screenwriting,,https://rutracker.org/forum/tracker.php?nm=Restoration%202011,https://www.youtube.com/results?search_query=Restoration+2011
If a Tree Falls: A Story of the Earth Liberation Front,Documentary Editing Award,1,2011,https://en.m.wikipedia.org//wiki/If_a_Tree_Falls:_A_Story_of_the_Earth_Liberation_Front,documentary,,,editing,,https://rutracker.org/forum/tracker.php?nm=If%20a%20Tree%20Falls:%20A%20Story%20of%20the%20Earth%20Liberation%20Front%202011,https://www.youtube.com/results?search_query=If+a+Tree+Falls:+A+Story+of+the+Earth+Liberation+Front+2011
The Black Power Mixtape 1967-1975,World Cinema Documentary Editing Award,1,2011,https://en.m.wikipedia.org//wiki/The_Black_Power_Mixtape_1967-1975,documentary,,,editing,,https://rutracker.org/forum/tracker.php?nm=The%20Black%20Power%20Mixtape%201967-1975%202011,https://www.youtube.com/results?search_query=The+Black+Power+Mixtape+1967-1975+2011
The Redemption of General Butt Naked,Excellence in Cinematography Award: Documentary,1,2011,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=The%20Redemption%20of%20General%20Butt%20Naked%202011,https://www.youtube.com/results?search_query=The+Redemption+of+General+Butt+Naked+2011
Pariah,Excellence in Cinematography Award: Dramatic,1,2011,https://en.m.wikipedia.org//wiki/Pariah_(2011_film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Pariah%202011,https://www.youtube.com/results?search_query=Pariah+2011
Hell and Back Again,World Cinema Cinematography Award: Documentary,1,2011,https://en.m.wikipedia.org//wiki/Hell_and_Back_Again,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Hell%20and%20Back%20Again%202011,https://www.youtube.com/results?search_query=Hell+and+Back+Again+2011
All Your Dead Ones,World Cinema Cinematography Award: Dramatic,1,2011,https://en.m.wikipedia.org//wiki/All_Your_Dead_Ones,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=All%20Your%20Dead%20Ones%202011,https://www.youtube.com/results?search_query=All+Your+Dead+Ones+2011
Tyrannosaur,World Dramatic Special Jury Prizes for Breakout Performances,1,2011,,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Tyrannosaur%202011,https://www.youtube.com/results?search_query=Tyrannosaur+2011
Position Among the Stars,World Cinema Documentary Special Jury Prize,1,2011,https://en.m.wikipedia.org//wiki/Position_Among_the_Stars,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Position%20Among%20the%20Stars%202011,https://www.youtube.com/results?search_query=Position+Among+the+Stars+2011
Being Elmo: A Puppeteer's Journey,Documentary Special Jury Prize,1,2011,https://en.m.wikipedia.org//wiki/Being_Elmo:_A_Puppeteer%27s_Journey,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Being%20Elmo:%20A%20Puppeteer%27s%20Journey%202011,https://www.youtube.com/results?search_query=Being+Elmo:+A+Puppeteer%27s+Journey+2011
Another Earth,Dramatic Special Jury Prize,1,2011,https://en.m.wikipedia.org//wiki/Another_Earth,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Another%20Earth%202011,https://www.youtube.com/results?search_query=Another+Earth+2011
Like Crazy,Dramatic Special Jury Prize for Breakout Performance,1,2011,,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Like%20Crazy%202011,https://www.youtube.com/results?search_query=Like+Crazy+2011
Brick Novax Pt 1,Jury Prize in Short Filmmaking,1,2011,,,short,,,,https://rutracker.org/forum/tracker.php?nm=Brick%20Novax%20Pt%201%202011,https://www.youtube.com/results?search_query=Brick+Novax+Pt+1+2011
Deeper Than Yesterday,International Jury Prize in Short Filmmaking,1,2011,,,short,,,,https://rutracker.org/forum/tracker.php?nm=Deeper%20Than%20Yesterday%202011,https://www.youtube.com/results?search_query=Deeper+Than+Yesterday+2011
Choke,Honorable Mention in Short Filmmaking,1,2011,,,short,,,,https://rutracker.org/forum/tracker.php?nm=Choke%202011,https://www.youtube.com/results?search_query=Choke+2011
Diarchy,Honorable Mention in Short Filmmaking,1,2011,,,short,,,,https://rutracker.org/forum/tracker.php?nm=Diarchy%202011,https://www.youtube.com/results?search_query=Diarchy+2011
The External World,Honorable Mention in Short Filmmaking,1,2011,,,short,,,,https://rutracker.org/forum/tracker.php?nm=The%20External%20World%202011,https://www.youtube.com/results?search_query=The+External+World+2011
The Legend of Beaver Dam,Honorable Mention in Short Filmmaking,1,2011,https://en.m.wikipedia.org//wiki/The_Legend_of_Beaver_Dam,,short,,,,https://rutracker.org/forum/tracker.php?nm=The%20Legend%20of%20Beaver%20Dam%202011,https://www.youtube.com/results?search_query=The+Legend+of+Beaver+Dam+2011
Out of Reach,Honorable Mention in Short Filmmaking,1,2011,,,short,,,,https://rutracker.org/forum/tracker.php?nm=Out%20of%20Reach%202011,https://www.youtube.com/results?search_query=Out+of+Reach+2011
Protoparticles,Honorable Mention in Short Filmmaking,1,2011,,,short,,,,https://rutracker.org/forum/tracker.php?nm=Protoparticles%202011,https://www.youtube.com/results?search_query=Protoparticles+2011
Another Earth,Alfred P. Sloan Feature Film Prize,1,2011,,,,,,,https://rutracker.org/forum/tracker.php?nm=Another%20Earth%202011,https://www.youtube.com/results?search_query=Another+Earth+2011
Wolf,Sundance Institute/Mahindra Global Filmmaking Awards,1,2011,,,,,,,https://rutracker.org/forum/tracker.php?nm=Wolf%202011,https://www.youtube.com/results?search_query=Wolf+2011
May in the Summer,Sundance Institute/NHK Award,1,2011,,,,,,,https://rutracker.org/forum/tracker.php?nm=May%20in%20the%20Summer%202011,https://www.youtube.com/results?search_query=May+in+the+Summer+2011
The House I Live In,Grand Jury Prize: Documentary,1,2012,https://en.m.wikipedia.org//wiki/The_House_I_Live_In_(2012_film),documentary,,,,,https://rutracker.org/forum/tracker.php?nm=The%20House%20I%20Live%20In%202012,https://www.youtube.com/results?search_query=The+House+I+Live+In+2012
Beasts of the Southern Wild,Grand Jury Prize: Dramatic,1,2012,https://en.m.wikipedia.org//wiki/Beasts_of_the_Southern_Wild,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Beasts%20of%20the%20Southern%20Wild%202012,https://www.youtube.com/results?search_query=Beasts+of+the+Southern+Wild+2012
The Law in These Parts,World Cinema Jury Prize: Documentary,1,2012,https://en.m.wikipedia.org//wiki/The_Law_in_These_Parts,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=The%20Law%20in%20These%20Parts%202012,https://www.youtube.com/results?search_query=The+Law+in+These+Parts+2012
Violeta Went to Heaven (Violeta se Fue a Los Cielos),World Cinema Jury Prize: Dramatic,1,2012,https://en.m.wikipedia.org//wiki/Violeta_Went_to_Heaven,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Violeta%20Went%20to%20Heaven%20(Violeta%20se%20Fue%20a%20Los%20Cielos)%202012,https://www.youtube.com/results?search_query=Violeta+Went+to+Heaven+(Violeta+se+Fue+a+Los+Cielos)+2012
The Invisible War,Audience Award: U.S. Documentary,1,2012,https://en.m.wikipedia.org//wiki/The_Invisible_War,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=The%20Invisible%20War%202012,https://www.youtube.com/results?search_query=The+Invisible+War+2012
The Sessions,Audience Award: U.S. Dramatic,1,2012,https://en.m.wikipedia.org//wiki/The_Sessions_(film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=The%20Sessions%202012,https://www.youtube.com/results?search_query=The+Sessions+2012
Searching for Sugar Man,World Cinema Audience Award: Documentary,1,2012,https://en.m.wikipedia.org//wiki/Searching_for_Sugar_Man,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Searching%20for%20Sugar%20Man%202012,https://www.youtube.com/results?search_query=Searching+for+Sugar+Man+2012
Valley of Saints,World Cinema Audience Award: Dramatic,1,2012,https://en.m.wikipedia.org//wiki/Valley_of_Saints_(film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Valley%20of%20Saints%202012,https://www.youtube.com/results?search_query=Valley+of+Saints+2012
Sleepwalk with Me,Best of NEXT Audience Award,1,2012,https://en.m.wikipedia.org//wiki/Sleepwalk_with_Me,,,,,,https://rutracker.org/forum/tracker.php?nm=Sleepwalk%20with%20Me%202012,https://www.youtube.com/results?search_query=Sleepwalk+with+Me+2012
Robot & Frank,Alfred P. Sloan Feature Film Prize,1,2012,https://en.m.wikipedia.org//wiki/Robot_%26_Frank,,,,,,https://rutracker.org/forum/tracker.php?nm=Robot%20&%20Frank%202012,https://www.youtube.com/results?search_query=Robot+&+Frank+2012
The Queen of Versailles,U.S. Directing Award: Documentary,1,2012,https://en.m.wikipedia.org//wiki/The_Queen_of_Versailles,documentary,,,directing,,https://rutracker.org/forum/tracker.php?nm=The%20Queen%20of%20Versailles%202012,https://www.youtube.com/results?search_query=The+Queen+of+Versailles+2012
Middle of Nowhere,U.S. Directing Award: Dramatic,1,2012,https://en.m.wikipedia.org//wiki/Middle_of_Nowhere_(2012_film),dramatic,,,directing,,https://rutracker.org/forum/tracker.php?nm=Middle%20of%20Nowhere%202012,https://www.youtube.com/results?search_query=Middle+of+Nowhere+2012
5 Broken Cameras,World Cinema Directing Award: Documentary,1,2012,https://en.m.wikipedia.org//wiki/5_Broken_Cameras,documentary,,,directing,,https://rutracker.org/forum/tracker.php?nm=5%20Broken%20Cameras%202012,https://www.youtube.com/results?search_query=5+Broken+Cameras+2012
Teddy Bear,World Cinema Directing Award: Dramatic,1,2012,https://en.m.wikipedia.org//wiki/Teddy_Bear_(2012_film),dramatic,,,directing,,https://rutracker.org/forum/tracker.php?nm=Teddy%20Bear%202012,https://www.youtube.com/results?search_query=Teddy+Bear+2012
Safety Not Guaranteed,Waldo Salt Screenwriting Award,1,2012,https://en.m.wikipedia.org//wiki/Safety_Not_Guaranteed,,,,screenwriting,,https://rutracker.org/forum/tracker.php?nm=Safety%20Not%20Guaranteed%202012,https://www.youtube.com/results?search_query=Safety+Not+Guaranteed+2012
Young & Wild,World Cinema Screenwriting Award,1,2012,https://en.m.wikipedia.org//wiki/Young_and_Wild_(2012_film),,,,screenwriting,,https://rutracker.org/forum/tracker.php?nm=Young%20&%20Wild%202012,https://www.youtube.com/results?search_query=Young+&+Wild+2012
Detropia,U.S. Documentary Editing Award,1,2012,https://en.m.wikipedia.org//wiki/Detropia,documentary,,,editing,,https://rutracker.org/forum/tracker.php?nm=Detropia%202012,https://www.youtube.com/results?search_query=Detropia+2012
Indie Game: The Movie,World Cinema Documentary Editing Award,1,2012,https://en.m.wikipedia.org//wiki/Indie_Game:_The_Movie,documentary,,,editing,,https://rutracker.org/forum/tracker.php?nm=Indie%20Game:%20The%20Movie%202012,https://www.youtube.com/results?search_query=Indie+Game:+The+Movie+2012
Chasing Ice,Excellence in Cinematography Award: U.S. Documentary,1,2012,https://en.m.wikipedia.org//wiki/Chasing_Ice,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Chasing%20Ice%202012,https://www.youtube.com/results?search_query=Chasing+Ice+2012
Beasts of the Southern Wild,Excellence in Cinematography Award: U.S. Dramatic,1,2012,https://en.m.wikipedia.org//wiki/Beasts_of_the_Southern_Wild,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Beasts%20of%20the%20Southern%20Wild%202012,https://www.youtube.com/results?search_query=Beasts+of+the+Southern+Wild+2012
Putin's Kiss,World Cinema Cinematography Award: Documentary,1,2012,https://en.m.wikipedia.org//wiki/Putin%27s_Kiss,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Putin%27s%20Kiss%202012,https://www.youtube.com/results?search_query=Putin%27s+Kiss+2012
My Brother the Devil,World Cinema Cinematography Award: Dramatic,1,2012,https://en.m.wikipedia.org//wiki/My_Brother_the_Devil,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=My%20Brother%20the%20Devil%202012,https://www.youtube.com/results?search_query=My+Brother+the+Devil+2012
Love Free or Die,U.S. Documentary Special Jury Prize for an Agent of Change,1,2012,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Love%20Free%20or%20Die%202012,https://www.youtube.com/results?search_query=Love+Free+or+Die+2012
Ai Weiwei: Never Sorry,U.S. Documentary Special Jury Prize for Spirit of Defiance,1,2012,https://en.m.wikipedia.org//wiki/Ai_Weiwei:_Never_Sorry,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Ai%20Weiwei:%20Never%20Sorry%202012,https://www.youtube.com/results?search_query=Ai+Weiwei:+Never+Sorry+2012
Smashed,U.S. Dramatic Special Jury Prize for Excellence in Independent Film Producing,1,2012,https://en.m.wikipedia.org//wiki/Smashed_(film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Smashed%202012,https://www.youtube.com/results?search_query=Smashed+2012
The Sessions,U.S. Dramatic Special Jury Prize for Ensemble Acting ,1,2012,https://en.m.wikipedia.org//wiki/The_Sessions_(film),dramatic,,,acting,,https://rutracker.org/forum/tracker.php?nm=The%20Sessions%202012,https://www.youtube.com/results?search_query=The+Sessions+2012
Can,World Cinema Dramatic Special Jury Prize for Artistic Vision,1,2012,,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Can%202012,https://www.youtube.com/results?search_query=Can+2012
Searching for Sugar Man,World Cinema Documentary Special Jury Prize for its Celebration of the Artistic Spirit,1,2012,https://en.m.wikipedia.org//wiki/Searching_for_Sugar_Man,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Searching%20for%20Sugar%20Man%202012,https://www.youtube.com/results?search_query=Searching+for+Sugar+Man+2012
Fishing Without Nets,Jury Prize: Short Filmmaking,1,2012,https://en.m.wikipedia.org//wiki/Fishing_Without_Nets_(2012_film),,short,,,,https://rutracker.org/forum/tracker.php?nm=Fishing%20Without%20Nets%202012,https://www.youtube.com/results?search_query=Fishing+Without+Nets+2012
The Debutante Hunters,Short Film Audience Award,1,2012,,,short,,,,https://rutracker.org/forum/tracker.php?nm=The%20Debutante%20Hunters%202012,https://www.youtube.com/results?search_query=The+Debutante+Hunters+2012
Fruitvale Station,U. S. Grand Jury Prize: Dramatic,1,2013,https://en.m.wikipedia.org//wiki/Fruitvale_Station,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Fruitvale%20Station%202013,https://www.youtube.com/results?search_query=Fruitvale+Station+2013
Blood Brother,U. S. Grand Jury Prize: Documentary,1,2013,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Blood%20Brother%202013,https://www.youtube.com/results?search_query=Blood+Brother+2013
Jiseul,World Cinema Grand Jury Prize: Dramatic,1,2013,https://en.m.wikipedia.org//wiki/Jiseul,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Jiseul%202013,https://www.youtube.com/results?search_query=Jiseul+2013
A River Changes Course,World Cinema Grand Jury Prize: Documentary,1,2013,https://en.m.wikipedia.org//wiki/A_River_Changes_Course,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=A%20River%20Changes%20Course%202013,https://www.youtube.com/results?search_query=A+River+Changes+Course+2013
Fruitvale Station,Audience Award: U. S. Dramatic presented by Acura,1,2013,https://en.m.wikipedia.org//wiki/Fruitvale_Station,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Fruitvale%20Station%202013,https://www.youtube.com/results?search_query=Fruitvale+Station+2013
Blood Brother,Audience Award: U.S. Documentary presented by Acura,1,2013,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Blood%20Brother%202013,https://www.youtube.com/results?search_query=Blood+Brother+2013
Metro Manila,Audience Award: World Cinema Dramatic,1,2013,https://en.m.wikipedia.org//wiki/Metro_Manila_(film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Metro%20Manila%202013,https://www.youtube.com/results?search_query=Metro+Manila+2013
The Square,Audience Award: World Cinema: Documentary,1,2013,https://en.m.wikipedia.org//wiki/The_Square_(2013_film),documentary,,,,,https://rutracker.org/forum/tracker.php?nm=The%20Square%202013,https://www.youtube.com/results?search_query=The+Square+2013
This Is Martin Bonner,Audience Award: Best of NEXT,1,2013,https://en.m.wikipedia.org//wiki/This_Is_Martin_Bonner,,,,,,https://rutracker.org/forum/tracker.php?nm=This%20Is%20Martin%20Bonner%202013,https://www.youtube.com/results?search_query=This+Is+Martin+Bonner+2013
Afternoon Delight,Directing Award: U. S. Dramatic,1,2013,https://en.m.wikipedia.org//wiki/Afternoon_Delight_(film),dramatic,,,directing,,https://rutracker.org/forum/tracker.php?nm=Afternoon%20Delight%202013,https://www.youtube.com/results?search_query=Afternoon+Delight+2013
Cutie and the Boxer,Directing Award: U. S. Documentary,1,2013,https://en.m.wikipedia.org//wiki/Cutie_and_the_Boxer,documentary,,,directing,,https://rutracker.org/forum/tracker.php?nm=Cutie%20and%20the%20Boxer%202013,https://www.youtube.com/results?search_query=Cutie+and+the+Boxer+2013
Crystal Fairy,Directing Award: World Cinema Dramatic,1,2013,https://en.m.wikipedia.org//wiki/Crystal_Fairy,dramatic,,,directing,,https://rutracker.org/forum/tracker.php?nm=Crystal%20Fairy%202013,https://www.youtube.com/results?search_query=Crystal+Fairy+2013
The Machine Which Makes Everything Disappear,Directing Award: World Cinema Documentary,1,2013,,documentary,,,directing,,https://rutracker.org/forum/tracker.php?nm=The%20Machine%20Which%20Makes%20Everything%20Disappear%202013,https://www.youtube.com/results?search_query=The+Machine+Which+Makes+Everything+Disappear+2013
Ain't Them Bodies Saints,Cinematography Award: U. S. Dramatic,1,2013,https://en.m.wikipedia.org//wiki/Ain%27t_Them_Bodies_Saints,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Ain%27t%20Them%20Bodies%20Saints%202013,https://www.youtube.com/results?search_query=Ain%27t+Them+Bodies+Saints+2013
Mother of George,Cinematography Award: U. S. Dramatic,1,2013,https://en.m.wikipedia.org//wiki/Mother_of_George,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Mother%20of%20George%202013,https://www.youtube.com/results?search_query=Mother+of+George+2013
Dirty Wars: The World Is a Battlefield,Cinematography Award: U. S. Documentary,1,2013,https://en.m.wikipedia.org//wiki/Dirty_Wars:_The_World_Is_a_Battlefield,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Dirty%20Wars:%20The%20World%20Is%20a%20Battlefield%202013,https://www.youtube.com/results?search_query=Dirty+Wars:+The+World+Is+a+Battlefield+2013
Lasting,Cinematography Award: World Cinema Dramatic,1,2013,https://en.m.wikipedia.org//wiki/Lasting,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Lasting%202013,https://www.youtube.com/results?search_query=Lasting+2013
Who Is Dayani Cristal?,Cinematography Award: World Cinema Documentary,1,2013,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Who%20Is%20Dayani%20Cristal?%202013,https://www.youtube.com/results?search_query=Who+Is+Dayani+Cristal?+2013
Inequality for All,U. S. Documentary Special Jury Award for Achievement in Filmmaking,1,2013,https://en.m.wikipedia.org//wiki/Inequality_for_All,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Inequality%20for%20All%202013,https://www.youtube.com/results?search_query=Inequality+for+All+2013
American Promise,U. S. Documentary Special Jury Award for Achievement in Filmmaking,1,2013,https://en.m.wikipedia.org//wiki/American_Promise_(film),documentary,,,,,https://rutracker.org/forum/tracker.php?nm=American%20Promise%202013,https://www.youtube.com/results?search_query=American+Promise+2013
The Spectacular Now,U. S. Dramatic Special Jury Award for Acting,1,2013,https://en.m.wikipedia.org//wiki/The_Spectacular_Now,dramatic,,,acting,,https://rutracker.org/forum/tracker.php?nm=The%20Spectacular%20Now%202013,https://www.youtube.com/results?search_query=The+Spectacular+Now+2013
Upstream Color,U. S. Dramatic Special Jury Award for Sound Design,1,2013,https://en.m.wikipedia.org//wiki/Upstream_Color,dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Upstream%20Color%202013,https://www.youtube.com/results?search_query=Upstream+Color+2013
Circles,World Cinema Dramatic Special Jury Award,1,2013,https://en.m.wikipedia.org//wiki/Circles_(film),dramatic,,,,,https://rutracker.org/forum/tracker.php?nm=Circles%202013,https://www.youtube.com/results?search_query=Circles+2013
Pussy Riot – A Punk Prayer,World Cinema Documentary Special Jury Award for Punk Spirit,1,2013,,documentary,,,,,https://rutracker.org/forum/tracker.php?nm=Pussy%20Riot%20–%20A%20Punk%20Prayer%202013,https://www.youtube.com/results?search_query=Pussy+Riot+–+A+Punk+Prayer+2013
Gideon's Army,Editing Award: U. S. Documentary,1,2013,https://en.m.wikipedia.org//wiki/Gideon%27s_Army,documentary,,,editing,,https://rutracker.org/forum/tracker.php?nm=Gideon%27s%20Army%202013,https://www.youtube.com/results?search_query=Gideon%27s+Army+2013
The Summit,Editing Award: World Cinema Documentary,1,2013,https://en.m.wikipedia.org//wiki/The_Summit_(2012_film),documentary,,,editing,,https://rutracker.org/forum/tracker.php?nm=The%20Summit%202013,https://www.youtube.com/results?search_query=The+Summit+2013
In a World...,Waldo Salt Screenwriting Award: U.S. Dramatic,1,2013,https://en.m.wikipedia.org//wiki/In_a_World...,dramatic,,,screenwriting,,https://rutracker.org/forum/tracker.php?nm=In%20a%20World...%202013,https://www.youtube.com/results?search_query=In+a+World...+2013
Wajma (An Afghan Love Story),Screenwriting Award: World Cinema Dramatic,1,2013,https://en.m.wikipedia.org//wiki/Wajma_(An_Afghan_Love_Story),dramatic,,,screenwriting,,https://rutracker.org/forum/tracker.php?nm=Wajma%20(An%20Afghan%20Love%20Story)%202013,https://www.youtube.com/results?search_query=Wajma+(An+Afghan+Love+Story)+2013
Computer Chess,Alfred P. Sloan Feature Film Prize,1,2013,https://en.m.wikipedia.org//wiki/Computer_Chess_(film),,,,,,https://rutracker.org/forum/tracker.php?nm=Computer%20Chess%202013,https://www.youtube.com/results?search_query=Computer+Chess+2013
The Whistle,Short Film Grand Jury Prize,1,2013,,,short,,,,https://rutracker.org/forum/tracker.php?nm=The%20Whistle%202013,https://www.youtube.com/results?search_query=The+Whistle+2013
Whiplash,Short Film Jury Award: US Fiction,1,2013,https://en.m.wikipedia.org//wiki/Whiplash_(2013_film),,short,,,,https://rutracker.org/forum/tracker.php?nm=Whiplash%202013,https://www.youtube.com/results?search_query=Whiplash+2013
The Date,Short Film Jury Award: International Fiction,1,2013,,,short,,,,https://rutracker.org/forum/tracker.php?nm=The%20Date%202013,https://www.youtube.com/results?search_query=The+Date+2013
Skinningrove,Short Film Jury Award: Non-fiction,1,2013,,,short,,,,https://rutracker.org/forum/tracker.php?nm=Skinningrove%202013,https://www.youtube.com/results?search_query=Skinningrove+2013
Irish Folk Furniture,Short Film Jury Award: Animation,1,2013,https://en.m.wikipedia.org//wiki/Irish_Folk_Furniture,,short,animation,,,https://rutracker.org/forum/tracker.php?nm=Irish%20Folk%20Furniture%202013,https://www.youtube.com/results?search_query=Irish+Folk+Furniture+2013
Palimpsest,Short Film Special Jury Award for Acting,1,2013,,,short,,acting,,https://rutracker.org/forum/tracker.php?nm=Palimpsest%202013,https://www.youtube.com/results?search_query=Palimpsest+2013
Until the Quiet Comes,Short Film Special Jury Award,1,2013,,,short,,,,https://rutracker.org/forum/tracker.php?nm=Until%20the%20Quiet%20Comes%202013,https://www.youtube.com/results?search_query=Until+the+Quiet+Comes+2013
